74	102
92	123
37	64
69	109
56	93
33	72
54	93
28	65
39	89
62	99
49	87
58	99
43	87
44	113
69	112
31	81
53	121
58	97
45	75
32	65
61	104
42	99
66	106
45	87
47	80
39	70
46	75
47	103
58	98
76	145
53	97
45	74
44	80
30	62
39	72
50	89
49	92
49	92
66	124
35	89
15	55
35	78
56	109
31	81
51	120
30	83
19	83
34	97
64	138
37	76
63	93
74	97
33	73
29	71
63	110
27	65
25	62
32	84
47	86
24	61
51	91
26	84
29	89
25	71
28	78
21	90
76	115
39	69
61	98
27	69
30	82
25	62
31	72
36	67
50	80
28	61
27	90
21	62
28	76
22	59
52	86
34	69
23	54
22	66
24	63
60	100
28	71
23	79
22	80
27	61
60	105
21	76
30	82
32	93
22	76
47	106
30	95
46	122
70	102
11	43
61	89
21	62
26	66
57	100
46	83
17	58
18	71
31	70
25	65
25	75
41	83
52	113
33	79
48	98
31	99
65	102
48	84
45	79
35	76
33	84
24	61
43	85
48	82
26	59
45	75
51	111
47	88
54	105
22	55
25	57
46	82
31	55
21	55
20	65
38	80
20	61
31	81
12	72
35	71
30	77
23	78
22	72
37	90
21	83
31	106
41	98
18	85
18	53
29	64
26	53
26	68
24	70
34	70
46	87
27	64
56	108
39	75
45	82
59	102
56	99
50	111
32	73
27	79
44	114
36	81
50	81
44	85
50	96
26	77
30	61
36	77
24	57
39	71
55	83
22	86
47	91
38	88
32	65
24	54
51	82
23	54
21	55
46	89
38	78
26	66
25	75
19	85
31	68
48	98
31	89
27	83
32	86
23	83
53	105
15	84
25	100
36	71
53	84
26	53
28	70
35	78
62	96
61	101
23	58
44	91
26	68
52	90
66	109
42	84
49	104
36	77
42	93
38	108
36	79
33	61
49	82
27	76
56	106
30	65
30	67
43	73
51	81
24	58
17	85
30	72
44	101
48	78
23	53
29	62
18	46
23	62
43	86
30	69
37	81
46	95
38	104
49	91
23	75
25	82
24	79
43	98
23	78
61	123
53	111
13	79
35	68
21	51
25	54
29	69
26	69
49	90
62	100
45	82
45	95
27	65
49	87
31	73
30	73
41	105
47	93
34	82
46	114
28	70
43	74
21	51
34	80
25	75
33	67
24	60
28	57
62	92
26	50
33	90
24	68
51	101
48	78
33	64
46	81
24	53
23	59
42	85
52	87
39	77
26	71
59	119
35	75
40	91
22	82
39	92
53	108
24	77
43	100
26	87
19	92
54	89
42	72
25	48
25	67
45	87
29	64
28	67
22	58
15	65
56	97
24	65
62	110
40	81
33	96
49	96
27	78
26	91
44	85
49	76
16	49
28	70
17	74
48	83
31	69
58	88
31	63
52	79
24	74
24	62
28	77
54	88
51	87
25	60
26	53
29	64
26	73
26	60
39	79
25	72
55	114
31	69
31	78
23	75
42	95
34	84
48	100
19	79
39	102
17	82
50	84
27	57
27	58
36	75
34	78
43	81
34	71
24	60
57	108
34	73
32	67
38	88
25	68
21	84
25	71
32	80
23	92
45	84
57	93
23	58
27	71
32	89
20	57
27	64
44	77
61	91
13	42
52	107
36	77
38	91
20	56
52	91
25	59
26	56
37	82
40	90
48	86
33	72
39	95
22	82
45	90
28	80
32	91
43	96
55	115
30	92
50	111
45	108
52	131
68	104
21	52
11	40
22	61
29	76
29	64
38	81
26	66
25	77
22	65
31	71
34	82
24	69
51	116
23	72
31	81
23	91
33	79
25	60
32	67
33	85
39	94
33	76
34	74
26	56
27	60
46	80
50	106
30	72
50	109
53	86
28	66
51	84
54	84
39	76
21	69
37	73
41	86
23	72
23	88
31	74
28	78
42	100
38	95
31	88
43	103
35	96
23	88
28	93
36	74
68	99
47	77
27	70
31	73
31	61
27	72
22	61
37	84
50	93
50	88
29	78
26	72
39	95
59	105
29	78
53	125
51	88
44	73
19	55
26	75
31	88
27	64
26	67
47	80
58	90
16	50
53	111
26	69
41	95
47	85
19	57
49	82
47	76
30	71
25	70
22	59
56	97
38	90
25	89
47	91
16	64
39	96
22	77
39	98
48	107
32	97
22	86
21	84
29	64
54	81
82	109
53	87
28	57
61	89
34	68
61	86
65	103
36	61
40	71
55	99
43	83
89	141
35	82
54	100
50	97
46	91
78	105
58	92
50	83
47	82
35	67
31	53
47	71
31	57
48	74
39	106
55	87
30	73
68	106
43	71
55	83
26	54
42	81
31	69
57	94
70	107
38	86
28	83
43	81
37	89
46	103
30	77
31	83
26	73
25	80
30	84
56	131
49	82
47	73
47	72
35	72
45	71
26	54
31	65
59	88
28	65
63	96
31	65
25	71
24	57
55	109
33	79
27	69
26	72
31	77
50	76
44	74
51	84
42	78
23	49
39	66
28	53
26	52
57	83
37	91
59	91
36	81
21	59
56	85
26	55
20	51
58	98
60	101
27	66
38	75
24	76
25	75
50	84
25	75
63	117
25	73
52	103
26	72
21	74
26	77
28	106
21	55
56	85
51	77
23	58
55	83
34	62
28	61
44	75
21	60
37	66
32	67
35	73
42	80
24	78
39	86
49	88
41	90
24	64
59	84
39	69
49	80
61	95
30	61
40	67
54	79
54	81
27	52
28	87
45	77
26	69
34	68
34	63
27	62
19	47
41	83
50	91
48	94
22	63
26	77
45	103
30	70
21	72
32	89
22	67
48	101
54	103
41	92
32	86
20	102
22	57
46	76
20	43
14	52
23	49
26	51
48	85
24	59
77	110
33	69
25	58
44	79
39	75
31	83
46	90
25	63
56	105
28	73
24	53
34	65
21	57
58	93
24	59
40	70
21	51
46	72
26	53
49	117
42	77
31	73
48	82
29	56
52	87
35	64
18	56
49	90
20	55
52	94
47	99
25	76
23	60
49	98
24	73
24	68
22	70
27	71
64	119
47	102
24	98
27	57
26	56
26	56
37	74
46	68
29	63
33	63
64	95
61	95
41	77
28	62
40	83
31	69
43	96
21	66
46	81
34	86
27	71
26	53
26	58
30	60
49	83
24	54
31	59
50	76
56	79
58	88
26	87
51	83
34	76
50	81
28	59
24	54
50	76
55	97
22	64
22	61
37	78
22	66
22	74
25	64
22	69
23	77
28	73
48	94
56	101
46	97
21	73
20	96
46	77
51	80
15	41
23	62
22	47
33	63
26	60
26	56
30	66
64	98
26	62
52	94
33	67
38	95
58	99
44	82
36	89
48	90
57	85
24	55
26	58
27	61
54	85
36	62
42	67
53	75
50	76
22	89
51	79
35	77
60	97
52	81
23	57
22	49
39	76
40	78
16	62
23	65
48	93
32	76
54	94
49	98
26	78
41	86
22	69
26	69
56	107
50	101
21	98
55	86
30	59
26	52
26	62
18	44
46	78
59	93
33	65
58	91
48	81
58	84
48	89
26	61
26	80
37	84
51	88
27	76
26	64
30	61
27	57
40	73
29	59
25	54
32	54
47	71
56	82
48	78
31	93
26	60
62	106
56	90
48	78
23	52
24	51
28	64
57	96
50	87
38	80
36	92
22	72
23	60
25	71
25	80
61	106
55	101
20	65
48	98
27	77
35	106
55	85
57	85
60	86
33	68
57	84
55	88
44	76
36	66
35	72
48	82
44	72
47	89
47	82
31	83
43	90
54	96
41	91
37	77
31	61
51	81
51	74
25	60
45	79
50	74
27	53
55	80
25	50
43	103
37	72
43	88
37	74
